,ARR_DRT,ARR_GCH,CLASSE,DEB_DRT,DEB_GCH,DIR_VOIE,DIST_TO_FS,FIN_DRT,FIN_GCH,FIRE_STATION,ID_TRC,LIE_VOIE,LIM_DRT,LIM_GCH,Latitude,Longitude,NOM_VOIE,SENS_CIR,TYP_VOIE
21352,Ville-Marie,Ville-Marie,0,0,0,,0.573851744,0,0,FALSE,1260391,,Montréal,Montréal,45.49441041,-73.5703919,Lucien-L'Allier,-1,rue
21354,Ville-Marie,Ville-Marie,0,975,0,,0.430139127,999,0,FALSE,1260393,,Montréal,Montréal,45.49514102,-73.57191203,Lucien-L'Allier,-1,rue
21356,Ville-Marie,Ville-Marie,0,1025,1006,,0.316481235,1129,1040,FALSE,1260394,,Montréal,Montréal,45.49575332,-73.57305214,Lucien-L'Allier,-1,rue
21359,Ville-Marie,Ville-Marie,0,1071,1030,,0.485189775,1099,1072,FALSE,1260397,,Montréal,Montréal,45.4944911,-73.57425192,Mackay,-1,rue
21360,Ville-Marie,Ville-Marie,0,1155,1160,,0.477909544,1271,1262,FALSE,1260399,,Montréal,Montréal,45.49456152,-73.57440466,Mackay,-1,rue
21365,Ville-Marie,Ville-Marie,0,1155,1160,,0.396612495,1271,1262,FALSE,1260399,,Montréal,Montréal,45.4958293,-73.57704525,Mackay,-1,rue
21367,Ville-Marie,Ville-Marie,0,1401,1410,,0.280073623,1453,1460,FALSE,1260400,,Montréal,Montréal,45.49667955,-73.57878514,Mackay,-1,rue
21370,Ville-Marie,Ville-Marie,0,2135,2000,,0.449448305,2161,2156,FALSE,1260403,,Montréal,Montréal,45.49760485,-73.5807244,Mackay,-1,rue
21380,Ville-Marie,Ville-Marie,6,575,590,Ouest,0.922465363,615,592,FALSE,1260409,,Montréal,Montréal,45.50466249,-73.5710769,De Maisonneuve,1,boulevard
21384,Ville-Marie,Ville-Marie,6,625,600,Ouest,0.928663505,625,602,FALSE,1260410,,Montréal,Montréal,45.50406771,-73.57159341,De Maisonneuve,1,boulevard
21386,Ville-Marie,Ville-Marie,6,801,640,Ouest,0.761066122,835,880,FALSE,1260411,,Montréal,Montréal,45.50281845,-73.5727954,De Maisonneuve,1,boulevard
21387,Ville-Marie,Ville-Marie,6,915,0,Ouest,0.751338234,925,0,FALSE,1260413,,Montréal,Montréal,45.50274643,-73.57286619,De Maisonneuve,1,boulevard
21388,Ville-Marie,Ville-Marie,6,915,0,Ouest,0.677531295,925,0,FALSE,1260413,,Montréal,Montréal,45.50219815,-73.57339945,De Maisonneuve,1,boulevard
21390,Ville-Marie,Ville-Marie,6,955,900,Ouest,0.59491158,999,992,FALSE,1260414,,Montréal,Montréal,45.50158857,-73.57400502,De Maisonneuve,1,boulevard
21391,Ville-Marie,Ville-Marie,6,1001,998,Ouest,0.500894472,1025,1050,FALSE,1260415,,Montréal,Montréal,45.50089123,-73.57468652,De Maisonneuve,1,boulevard
21393,Ville-Marie,Ville-Marie,6,1101,1100,Ouest,0.413952387,1145,1150,FALSE,1260416,,Montréal,Montréal,45.50021713,-73.57544545,De Maisonneuve,1,boulevard
21394,Ville-Marie,Ville-Marie,6,1221,1230,Ouest,0.422963196,1289,1230,FALSE,1260418,,Montréal,Montréal,45.49876809,-73.57689354,De Maisonneuve,1,boulevard
21398,Ville-Marie,Ville-Marie,6,1617,1600,Ouest,0.158001045,1627,1632,FALSE,1260424,,Montréal,Montréal,45.49566131,-73.57925085,De Maisonneuve,1,boulevard
21399,Ville-Marie,Ville-Marie,6,1617,1600,Ouest,0.08735555,1627,1632,FALSE,1260424,,Montréal,Montréal,45.49516627,-73.5798185,De Maisonneuve,1,boulevard
21400,Ville-Marie,Ville-Marie,6,1645,1640,Ouest,0,1695,1684,TRUE,1260427,,Montréal,Montréal,45.49456258,-73.58053514,De Maisonneuve,1,boulevard
21403,Ville-Marie,Ville-Marie,6,1801,1800,Ouest,0.142778183,1865,1864,FALSE,1260430,,Montréal,Montréal,45.49357479,-73.58170455,De Maisonneuve,1,boulevard
21405,Ville-Marie,Ville-Marie,6,1929,1910,Ouest,0.211035775,1935,1912,FALSE,1260433,,Montréal,Montréal,45.49310359,-73.58226538,De Maisonneuve,1,boulevard
21420,Ville-Marie,Ville-Marie,0,3121,3120,,1.829983191,3141,3150,FALSE,1260441,de,Montréal,Montréal,45.4933839,-73.59976703,Trafalgar-Heights,0,chemin
21422,Ville-Marie,Ville-Marie,6,855,0,,0.762706098,901,0,FALSE,1260444,,Montréal,Montréal,45.49821685,-73.5651424,Mansfield,1,rue
21423,Ville-Marie,Ville-Marie,6,1125,1110,,0.477564884,1133,1112,FALSE,1260446,,Montréal,Montréal,45.50007377,-73.5689656,Mansfield,1,rue
21424,Ville-Marie,Ville-Marie,5,0,1150,,0.46582949,0,1210,FALSE,1260447,,Montréal,Montréal,45.50013494,-73.56908825,Mansfield,1,rue
21426,Ville-Marie,Ville-Marie,5,1215,1212,,0.512626188,1251,1250,FALSE,1260448,,Montréal,Montréal,45.50135009,-73.57160563,Mansfield,1,rue
21429,Ville-Marie,Ville-Marie,5,0,2000,,0.756411475,0,2030,FALSE,1260450,,Montréal,Montréal,45.5026181,-73.57421475,Mansfield,1,rue
21432,Ville-Marie,Ville-Marie,0,383,350,,0.78119536,395,384,FALSE,1260452,,Montréal,Montréal,45.50596761,-73.56895296,Mayor,1,rue
21460,Ville-Marie,Ville-Marie,7,0,4000,,1.473248301,0,4040,FALSE,1260457,,Montréal,Montréal,45.49532019,-73.5976042,McDougall,-1,chemin
21462,Ville-Marie,Ville-Marie,0,0,1200,,0.583730951,0,1250,FALSE,1260462,,Montréal,Montréal,45.50187734,-73.5710899,McGill College,-1,avenue
21463,Ville-Marie,Ville-Marie,0,1401,0,,0.703723072,1801,0,FALSE,1260463,,Montréal,Montréal,45.50251559,-73.57217547,McGill College,1,avenue
21465,Ville-Marie,Ville-Marie,0,1981,0,,0.838328417,1981,0,FALSE,1260464,,Montréal,Montréal,45.50324602,-73.5736689,McGill College,1,avenue
21468,Ville-Marie,Ville-Marie,0,2001,0,,0.925867457,2095,0,FALSE,1260465,,Montréal,Montréal,45.50369643,-73.57472484,McGill College,1,avenue
21469,Ville-Marie,Ville-Marie,1,3415,3400,,0.795239039,3485,3600,FALSE,1260466,,Montréal,Montréal,45.50266836,-73.575739,McTavish,0,rue
21472,Ville-Marie,Ville-Marie,0,3585,3610,,1.072456291,3633,3740,FALSE,1260467,,Montréal,Montréal,45.50405498,-73.57856835,McTavish,1,rue
21474,Ville-Marie,Ville-Marie,0,3585,3610,,1.303474164,3633,3740,FALSE,1260467,,Montréal,Montréal,45.50531206,-73.58119252,McTavish,1,rue
21476,Ville-Marie,Ville-Marie,5,1225,1248,,0.427765918,1255,1250,FALSE,1260469,,Montréal,Montréal,45.50071464,-73.57220803,Metcalfe,-1,rue
21477,Ville-Marie,Ville-Marie,5,0,1400,,0.471611893,0,1402,FALSE,1260470,,Montréal,Montréal,45.50094906,-73.57268308,Metcalfe,-1,rue
21480,Ville-Marie,Ville-Marie,5,2011,2020,,0.774013302,2075,2044,FALSE,1260472,,Montréal,Montréal,45.50251596,-73.57590285,Metcalfe,-1,rue
21481,Ville-Marie,Ville-Marie,0,1001,1010,,0.375499743,1003,1028,FALSE,1260480,,Montréal,Montréal,45.50023544,-73.57337823,Mount-Royal,1,place
21483,Ville-Marie,Ville-Marie,5,1045,1030,,0.212846538,1077,1076,FALSE,1260492,de la,Montréal,Montréal,45.49656353,-73.57226433,Montagne,0,rue
21484,Ville-Marie,Ville-Marie,5,1125,1100,,0.199984915,1255,1244,FALSE,1260493,de la,Montréal,Montréal,45.49662812,-73.57240116,Montagne,0,rue
21489,Ville-Marie,Ville-Marie,5,1125,1100,,0.247219647,1255,1244,FALSE,1260493,de la,Montréal,Montréal,45.49788681,-73.5750226,Montagne,0,rue
21494,Ville-Marie,Ville-Marie,5,2011,2010,,0.597220694,2205,2484,FALSE,1260497,de la,Montréal,Montréal,45.49967071,-73.57871991,Montagne,0,rue
21496,Ville-Marie,Ville-Marie,5,3447,0,,0.731380319,3473,0,FALSE,1260498,de la,Montréal,Montréal,45.50035024,-73.58014164,Montagne,0,rue
21498,Ville-Marie,Ville-Marie,4,0,0,,0.609552293,0,0,FALSE,1260505,,Montréal,Montréal,45.50035872,-73.57898372,Mountain,0,place
21499,Ville-Marie,Ville-Marie,0,3407,3400,,0.611884779,3419,3430,FALSE,1260506,du,Montréal,Montréal,45.49880687,-73.57954123,Musée,-1,avenue
21500,Ville-Marie,Ville-Marie,0,3407,3400,,0.709456895,3419,3430,FALSE,1260506,du,Montréal,Montréal,45.49930233,-73.580574,Musée,-1,avenue
21501,Ville-Marie,Ville-Marie,0,3427,3432,,0.746937551,3429,3438,FALSE,1260507,du,Montréal,Montréal,45.49949089,-73.58097244,Musée,-1,avenue
21505,Ville-Marie,Ville-Marie,0,1770,0,,0.477169057,1788,0,FALSE,1260512,,Montréal,Montréal,45.49170391,-73.57691078,Joseph-Manseau,0,rue
21507,Ville-Marie,Ville-Marie,6,915,0,,0.596738237,915,0,FALSE,1260539,,Montréal,Montréal,45.49689721,-73.56680209,Peel,1,rue
21509,Ville-Marie,Ville-Marie,6,915,0,,0.497232149,915,0,FALSE,1260539,,Montréal,Montréal,45.4974775,-73.567914,Peel,1,rue
21513,Ville-Marie,Ville-Marie,6,0,0,,0.294880061,0,0,FALSE,1260541,,Montréal,Montréal,45.49868977,-73.57026992,Peel,1,rue
21514,Ville-Marie,Ville-Marie,6,1191,1160,,0.2847946,1193,1170,FALSE,1260543,,Montréal,Montréal,45.49878372,-73.57038264,Peel,0,rue
21517,Ville-Marie,Ville-Marie,6,1241,1208,,0.331922317,1265,1250,FALSE,1260547,,Montréal,Montréal,45.50001182,-73.57291927,Peel,0,rue
21522,Ville-Marie,Ville-Marie,6,2005,2000,,0.682776293,2075,2090,FALSE,1260550,,Montréal,Montréal,45.50184512,-73.5765763,Peel,0,rue
21527,Ville-Marie,Ville-Marie,6,3637,3644,,1.199049592,3737,3740,FALSE,1260558,,Montréal,Montréal,45.50454146,-73.58195522,Peel,0,rue
21528,Ville-Marie,Ville-Marie,0,1175,0,,0.851252998,1183,0,FALSE,1260561,du,Montréal,Montréal,45.50308169,-73.56650141,Frère-André,1,place
21531,Ville-Marie,Ville-Marie,0,1175,0,,0.886909833,1183,0,FALSE,1260561,du,Montréal,Montréal,45.5032186,-73.56689184,Frère-André,1,place
21543,Ville-Marie,Ville-Marie,0,1217,1240,,0.895334043,1259,1240,FALSE,1260563,du,Montréal,Montréal,45.50418501,-73.56882397,Square-Phillips,0,rue
21546,Ville-Marie,Ville-Marie,0,3001,3022,,1.075753619,3015,3028,FALSE,1260564,,Montréal,Montréal,45.49327297,-73.59110829,Picquet,-1,chemin
21547,Ville-Marie,Ville-Marie,0,1419,1422,,0.171102682,1455,1440,FALSE,1260566,,Montréal,Montréal,45.49468515,-73.57899229,Pierce,1,rue
21549,Ville-Marie,Le Plateau-Mont-Royal,6,529,524,Ouest,1.530730451,551,546,FALSE,1260574,des,Montréal,Montréal,45.50872207,-73.57985175,Pins,0,avenue
21551,Ville-Marie,Le Plateau-Mont-Royal,6,529,524,Ouest,1.565021558,551,546,FALSE,1260574,des,Montréal,Montréal,45.50819705,-73.58011822,Pins,0,avenue
21552,Ville-Marie,Ville-Marie,6,687,0,Ouest,1.481558873,835,0,FALSE,1260576,des,Montréal,Montréal,45.5071911,-73.5805087,Pins,0,avenue
21553,Ville-Marie,Ville-Marie,6,0,0,Ouest,1.47700479,0,0,FALSE,1260577,des,Montréal,Montréal,45.50689893,-73.58062157,Pins,1,avenue
21563,Ville-Marie,Ville-Marie,6,0,1110,Ouest,1.296360914,0,1212,FALSE,1260579,des,Montréal,Montréal,45.50256382,-73.58368885,Pins,1,avenue
21567,Ville-Marie,Ville-Marie,6,1305,1250,Ouest,1.020346394,1415,1420,FALSE,1260581,des,Montréal,Montréal,45.50036804,-73.58533582,Pins,1,avenue
21568,Ville-Marie,Ville-Marie,6,0,0,Ouest,0.987098159,0,0,FALSE,1260583,des,Montréal,Montréal,45.50007937,-73.58544653,Pins,1,avenue
21569,Ville-Marie,Ville-Marie,6,1475,0,Ouest,0.906928935,1499,0,FALSE,1260584,des,Montréal,Montréal,45.49938048,-73.58569788,Pins,1,avenue
21572,Ville-Marie,Ville-Marie,6,1475,0,Ouest,0.849850437,1499,0,FALSE,1260584,des,Montréal,Montréal,45.49888911,-73.58590013,Pins,1,avenue
21585,Ville-Marie,Ville-Marie,5,575,500,,0.888202523,577,600,FALSE,1260593,du,Montréal,Montréal,45.50505494,-73.57189921,Président-Kennedy,0,avenue
21588,Ville-Marie,Ville-Marie,5,623,0,,0.964581148,655,0,FALSE,1260594,du,Montréal,Montréal,45.50448808,-73.57245213,Président-Kennedy,0,avenue
21591,Ville-Marie,Ville-Marie,5,685,650,,0.922570673,687,650,FALSE,1260595,du,Montréal,Montréal,45.50387105,-73.57305944,Président-Kennedy,0,avenue
21597,Ville-Marie,Ville-Marie,0,3865,3800,,1.264458876,3875,3878,FALSE,1260609,,Montréal,Montréal,45.49323554,-73.59509856,De Ramezay,0,avenue
21652,Ville-Marie,Ville-Marie,0,1245,1210,,1.608101961,1291,1296,FALSE,1260614,,Montréal,Montréal,45.50254377,-73.58508241,Redpath-Crescent,0,rue
21688,Ville-Marie,Ville-Marie,0,1297,1300,,1.778276021,1389,1340,FALSE,1260619,,Montréal,Montréal,45.50120276,-73.5859555,Redpath-Crescent,1,rue
21701,Ville-Marie,Ville-Marie,1,2,1,,0.609109354,12,11,FALSE,1260626,,Montréal,Montréal,45.49852678,-73.58155756,Redpath-Court,0,rue
21703,Ville-Marie,Ville-Marie,1,2,1,,0.655503952,34,33,FALSE,1260628,,Montréal,Montréal,45.49876095,-73.58205001,Redpath,0,place
21706,Ville-Marie,Ville-Marie,0,3415,0,,0.49773911,3425,0,FALSE,1260630,,Montréal,Montréal,45.4979639,-73.58037618,Redpath,1,rue
21710,Ville-Marie,Ville-Marie,7,445,0,Ouest,1.006722001,455,0,FALSE,1260646,,Montréal,Montréal,45.5043113,-73.56555423,René-Lévesque,1,boulevard
21715,Ville-Marie,Ville-Marie,7,605,0,Ouest,0.788211458,619,0,FALSE,1260650,,Montréal,Montréal,45.50256761,-73.56684079,René-Lévesque,1,boulevard
21718,Ville-Marie,Ville-Marie,7,625,0,Ouest,0.712762203,645,0,FALSE,1260652,,Montréal,Montréal,45.50199747,-73.56736497,René-Lévesque,1,boulevard
21719,Ville-Marie,Ville-Marie,7,0,0,Ouest,0.697497361,0,0,FALSE,1260653,,Montréal,Montréal,45.5018827,-73.56747235,René-Lévesque,1,boulevard
21722,Ville-Marie,Ville-Marie,7,0,0,Ouest,0.675004838,0,0,FALSE,1260653,,Montréal,Montréal,45.50171333,-73.5676296,René-Lévesque,1,boulevard
21723,Ville-Marie,Ville-Marie,7,1055,0,Ouest,0.374102439,1055,0,FALSE,1260656,,Montréal,Montréal,45.49945289,-73.5697496,René-Lévesque,1,boulevard
21724,Ville-Marie,Ville-Marie,7,1105,0,Ouest,0.192739323,1155,0,FALSE,1260659,,Montréal,Montréal,45.49808882,-73.57102395,René-Lévesque,1,boulevard
21725,Ville-Marie,Ville-Marie,7,1201,0,Ouest,0.098984283,1203,0,FALSE,1260662,,Montréal,Montréal,45.49738981,-73.57169592,René-Lévesque,1,boulevard
21726,Ville-Marie,Ville-Marie,7,1471,0,Ouest,0.540413525,1555,0,FALSE,1260669,,Montréal,Montréal,45.49384609,-73.57510257,René-Lévesque,1,boulevard
21727,Ville-Marie,Ville-Marie,7,0,0,Ouest,0.496219986,0,0,FALSE,1260670,,Montréal,Montréal,45.49302115,-73.57588285,René-Lévesque,1,boulevard
21728,Ville-Marie,Ville-Marie,7,1705,0,Ouest,0.398365948,1705,0,FALSE,1260673,,Montréal,Montréal,45.49229199,-73.57658501,René-Lévesque,1,boulevard
21729,Ville-Marie,Ville-Marie,7,1819,0,Ouest,0.542814317,1875,0,FALSE,1260674,,Montréal,Montréal,45.49121019,-73.57760991,René-Lévesque,1,boulevard
21731,Ville-Marie,Ville-Marie,7,1975,0,Ouest,0.755578582,1977,0,FALSE,1260678,,Montréal,Montréal,45.48980416,-73.57943303,René-Lévesque,1,boulevard
21732,Ville-Marie,Ville-Marie,7,0,0,Ouest,0.856064842,0,0,FALSE,1260680,,Montréal,Montréal,45.48909245,-73.58081559,René-Lévesque,1,boulevard
21733,Ville-Marie,Ville-Marie,7,2205,0,Ouest,0.938035727,2205,0,FALSE,1260681,,Montréal,Montréal,45.48865866,-73.58166541,René-Lévesque,1,boulevard
21736,Ville-Marie,Ville-Marie,4,10,9,,0.793064464,14,13,FALSE,1260685,,Montréal,Montréal,45.49984271,-73.58067568,De Richelieu,0,place
21739,Ville-Marie,Ville-Marie,4,2,1,,0.778337739,6,5,FALSE,1260686,,Montréal,Montréal,45.5000221,-73.58050788,De Richelieu,0,place
21748,Ville-Marie,Ville-Marie,0,0,1600,,0.279789666,0,1608,FALSE,1260713,,Montréal,Montréal,45.49622483,-73.58322664,Selkirk,0,avenue
21753,Ville-Marie,Ville-Marie,0,1165,1186,,0.590239702,1225,1226,FALSE,1260715,,Montréal,Montréal,45.49068369,-73.58130994,Seymour,-1,avenue
21764,Le Plateau-Mont-Royal,Ville-Marie,6,527,550,Ouest,0.987965429,657,594,FALSE,1260730,,Montréal,Montréal,45.50553764,-73.57297381,Sherbrooke,0,rue
21767,Le Plateau-Mont-Royal,Ville-Marie,6,0,620,Ouest,1.061177488,0,674,FALSE,1260731,,Montréal,Montréal,45.50498341,-73.57347555,Sherbrooke,0,rue
21769,Ville-Marie,Ville-Marie,6,677,680,Ouest,1.016761701,715,700,FALSE,1260732,,Montréal,Montréal,45.50437087,-73.57406648,Sherbrooke,0,rue
21770,Ville-Marie,Ville-Marie,6,849,888,Ouest,0.858525156,859,920,FALSE,1260734,,Montréal,Montréal,45.50314626,-73.57529844,Sherbrooke,0,rue
21771,Ville-Marie,Ville-Marie,6,1115,1100,Ouest,0.588752209,1155,1140,FALSE,1260740,,Montréal,Montréal,45.50112026,-73.57728037,Sherbrooke,0,rue
21772,Ville-Marie,Ville-Marie,6,1485,1472,Ouest,0.396076925,1485,1496,FALSE,1260749,,Montréal,Montréal,45.49721301,-73.5811195,Sherbrooke,0,rue
21773,Ville-Marie,Ville-Marie,6,1601,1600,Ouest,0.199396216,1639,1668,FALSE,1260751,,Montréal,Montréal,45.49572495,-73.5824819,Sherbrooke,0,rue
21774,Ville-Marie,Ville-Marie,6,1657,1800,Ouest,0.322451462,1899,1850,FALSE,1260752,,Montréal,Montréal,45.49460996,-73.58348437,Sherbrooke,0,rue
21776,Ville-Marie,Ville-Marie,6,2333,2330,Ouest,0.779685649,2335,2332,FALSE,1260757,,Montréal,Montréal,45.49150495,-73.58767324,Sherbrooke,0,rue
21777,Ville-Marie,Ville-Marie,6,3001,3040,Ouest,0.842548964,3025,3040,FALSE,1260758,,Montréal,Montréal,45.49109277,-73.58819023,Sherbrooke,0,rue
21779,Ville-Marie,Ville-Marie,0,3463,3460,,0.558438206,3495,3498,FALSE,1260762,,Montréal,Montréal,45.49801145,-73.58286282,Simpson,-1,rue
21795,Ville-Marie,Ville-Marie,0,1015,1006,,1.193768924,1017,1030,FALSE,1260770,,Montréal,Montréal,45.50282785,-73.56248823,Saint-Alexandre,1,rue
21804,Ville-Marie,Ville-Marie,0,0,0,,1.018889298,0,0,FALSE,1260773,,Montréal,Montréal,45.50422674,-73.5653762,Saint-Alexandre,1,rue
21807,Ville-Marie,Ville-Marie,0,1155,1154,,0.939939719,1209,1250,FALSE,1260774,,Montréal,Montréal,45.50510842,-73.56719895,Saint-Alexandre,-1,rue
21810,Ville-Marie,Ville-Marie,0,1261,1252,,0.893664561,1265,1260,FALSE,1260775,,Montréal,Montréal,45.50537645,-73.56774829,Saint-Alexandre,-1,rue
21813,Ville-Marie,Ville-Marie,7,445,400,Ouest,1.267241045,465,402,FALSE,1260815,,Montréal,Montréal,45.5022162,-73.56120444,Saint-Antoine,-1,rue
21816,Ville-Marie,Ville-Marie,7,445,400,Ouest,1.203230146,465,402,FALSE,1260815,,Montréal,Montréal,45.5017235,-73.56162822,Saint-Antoine,-1,rue
21817,Ville-Marie,Ville-Marie,7,627,700,Ouest,1.136420029,629,700,FALSE,1260817,,Montréal,Montréal,45.50121066,-73.56207292,Saint-Antoine,0,rue
21821,Ville-Marie,Ville-Marie,7,627,700,Ouest,0.938624076,629,700,FALSE,1260817,,Montréal,Montréal,45.49968861,-73.56337912,Saint-Antoine,0,rue
21825,Ville-Marie,Ville-Marie,5,1225,1220,,0.360914751,1245,1242,FALSE,1260836,,Montréal,Montréal,45.49230202,-73.57951486,Saint-Marc,1,rue
21828,Ville-Marie,Ville-Marie,5,1251,1254,,0.273075943,1285,1290,FALSE,1260838,,Montréal,Montréal,45.49281695,-73.58043026,Saint-Marc,1,rue
21832,Ville-Marie,Ville-Marie,0,1055,1050,,0.411126522,1077,1080,FALSE,1260848,,Montréal,Montréal,45.49221169,-73.5764718,Saint-Mathieu,0,rue
21835,Ville-Marie,Ville-Marie,0,1201,1210,,0.218307028,1235,1232,FALSE,1260851,,Montréal,Montréal,45.4933043,-73.57838643,Saint-Mathieu,-1,rue
21836,Ville-Marie,Ville-Marie,0,1237,1250,,0.129270227,1275,1278,FALSE,1260852,,Montréal,Montréal,45.49382111,-73.57925846,Saint-Mathieu,-1,rue
21848,Ville-Marie,Ville-Marie,0,1101,1080,,0.205882955,1125,1102,FALSE,1260868,,Montréal,Montréal,45.49801774,-73.57088943,Stanley,0,rue
21852,Ville-Marie,Ville-Marie,0,1245,1220,,0.238504065,1265,1264,FALSE,1260871,,Montréal,Montréal,45.49931863,-73.57359582,Stanley,-1,rue
21868,Ville-Marie,Ville-Marie,5,585,600,Ouest,0.840342083,587,602,FALSE,1260889,,Montréal,Montréal,45.50377637,-73.56922096,Sainte-Catherine,-1,rue
21871,Ville-Marie,Ville-Marie,5,625,610,Ouest,0.759640437,655,664,FALSE,1260890,,Montréal,Montréal,45.50317799,-73.5698063,Sainte-Catherine,-1,rue
21873,Ville-Marie,Ville-Marie,5,677,670,Ouest,0.593952934,777,780,FALSE,1260891,,Montréal,Montréal,45.50195401,-73.57101763,Sainte-Catherine,-1,rue
21874,Ville-Marie,Ville-Marie,5,1601,1600,Ouest,0.216738894,1639,1602,FALSE,1260904,,Montréal,Montréal,45.49443048,-73.57853339,Sainte-Catherine,-1,rue
21875,Ville-Marie,Ville-Marie,5,1901,1900,Ouest,0.340456138,1933,1942,FALSE,1260907,,Montréal,Montréal,45.49235314,-73.58098613,Sainte-Catherine,-1,rue
21877,Ville-Marie,Ville-Marie,5,0,3800,Ouest,0.777268012,0,3900,FALSE,1260912,,Montréal,Montréal,45.489271,-73.58454718,Sainte-Catherine,0,rue
21903,Ville-Marie,Ville-Marie,0,13,0,,1.071662109,1475,0,FALSE,1260914,,Montréal,Montréal,45.49864047,-73.58718174,Steyning,0,avenue
21905,Ville-Marie,Ville-Marie,4,0,0,,0.528047869,0,0,FALSE,1260920,de,Montréal,Montréal,45.49786113,-73.58253733,Chelsea,0,place
21908,Ville-Marie,Ville-Marie,0,1193,1200,,0.710446689,1249,1230,FALSE,1260924,du,Montréal,Montréal,45.48986712,-73.58231977,Sussex,1,rue
21917,Ville-Marie,Ville-Marie,0,3071,3068,,1.404753885,3083,3090,FALSE,1260928,de,Montréal,Montréal,45.49378703,-73.59881542,Trafalgar,0,avenue
21930,Ville-Marie,Ville-Marie,0,0,0,,1.787050218,0,0,FALSE,1260934,de,Montréal,Montréal,45.49344189,-73.6003114,Trafalgar-Heights,0,chemin
21946,Ville-Marie,Ville-Marie,0,0,2300,,0.856828325,0,2400,FALSE,1260942,,Montréal,Montréal,45.48876542,-73.58372225,Tupper,0,rue
21949,Ville-Marie,Ville-Marie,0,1095,1070,,0.796387513,1145,1100,FALSE,1260943,,Montréal,Montréal,45.50246995,-73.56672168,Union,-1,avenue
21962,Ville-Marie,Ville-Marie,7,999,0,,0.952690097,999,0,FALSE,1260951,,Montréal,Montréal,45.50039857,-73.56440251,Robert-Bourassa,1,boulevard
21972,Ville-Marie,Ville-Marie,7,0,0,,0.724067677,0,0,FALSE,1260954,,Montréal,Montréal,45.50192653,-73.567231,Robert-Bourassa,1,boulevard
21973,Ville-Marie,Ville-Marie,6,0,0,,0.775408125,0,0,FALSE,1260955,,Montréal,Montréal,45.50230902,-73.56826166,Robert-Bourassa,-1,boulevard
21978,Ville-Marie,Ville-Marie,6,1243,1240,,0.799760782,1259,1252,FALSE,1260956,,Montréal,Montréal,45.50297271,-73.56938315,Robert-Bourassa,1,boulevard
21996,Le Plateau-Mont-Royal,Ville-Marie,6,3547,3542,,1.379600015,3559,3550,FALSE,1260963,,Montréal,Montréal,45.50707293,-73.57782329,University,1,rue
22003,Ville-Marie,Ville-Marie,0,15,16,,1.513412041,23,22,FALSE,1260974,,Montréal,Montréal,45.49575696,-73.59650195,Upper-Trafalgar,0,place
22013,Ville-Marie,Ville-Marie,5,0,0,,1.840912116,0,0,FALSE,1261007,,Montréal,Montréal,45.49853396,-73.60155811,Remembrance,-1,chemin
22026,Ville-Marie,Ville-Marie,5,0,0,,1.666665863,0,0,FALSE,1261007,,Montréal,Montréal,45.49618838,-73.60372356,Remembrance,-1,chemin
22034,Ville-Marie,Ville-Marie,6,3403,0,,0.808173688,3405,0,FALSE,1261026,,Montréal,Montréal,45.491345,-73.5879532,Atwater,1,avenue
22039,Ville-Marie,Ville-Marie,6,2111,0,,0.80362124,2201,0,FALSE,1261027,,Montréal,Montréal,45.49132022,-73.58781748,Atwater,1,avenue
22044,Ville-Marie,Ville-Marie,0,0,0,,0.83552483,0,0,FALSE,1261034,,Montréal,Montréal,45.50267964,-73.56967662,Palace,0,ruelle
22047,Ville-Marie,Ville-Marie,7,0,1080,,0.706629887,0,1100,FALSE,1261037,,Montréal,Montréal,45.50179441,-73.5673514,Robert-Bourassa,-1,boulevard
22050,Ville-Marie,Ville-Marie,7,0,950,,0.936660515,0,1000,FALSE,1261039,,Montréal,Montréal,45.50029158,-73.56454024,Robert-Bourassa,-1,boulevard
22055,Ville-Marie,Ville-Marie,7,0,0,,0.924292132,0,0,FALSE,1261041,,Montréal,Montréal,45.49958241,-73.56351714,Robert-Bourassa,-1,boulevard
22058,Ville-Marie,Ville-Marie,6,0,0,,0.735101839,0,0,FALSE,1261042,,Montréal,Montréal,45.50208894,-73.56785186,Robert-Bourassa,-1,boulevard
